Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
TXN_2551378,Tea,2,1.5,3,,Takeaway,2023-10-27
TXN_9024388,Salad,1,5,5,Cash,,2023-02-27
TXN_3478329,Tea,3,1.5,4.5,Digital Wallet,In-store,2023-10-29
TXN_6308974,Cookie,4,1,4,ERROR,In-store,2023-10-02
TXN_5571904,Salad,5,5,25,Digital Wallet,Takeaway,2023-08-05
TXN_6979356,Salad,2,5,10,,In-store,2023-09-21
TXN_9171458,Cake,2,3,6,,,2023-03-29
TXN_5537621,Juice,4,3,12,Digital Wallet,Takeaway,2023-02-28
TXN_9288156,Coffee,3,2,6,,,2023-11-05
TXN_8626720,Juice,4,3,12,Cash,Takeaway,2023-06-02
TXN_9181129,Sandwich,,4,20,Digital Wallet,In-store,2023-09-25
TXN_5908362,Sandwich,5,4,20,Digital Wallet,,2023-10-03
TXN_2086841,Salad,4,5,20,Credit Card,In-store,2023-03-16
TXN_9944141,Juice,5,3,15,Credit Card,Takeaway,2023-07-18
TXN_2438638,Cake,2,3,6,Credit Card,Takeaway,2023-08-12
TXN_4644790,UNKNOWN,1,4,4,Credit Card,,2023-09-19
TXN_9216933,Cookie,4,1,4,,,2023-05-29
TXN_8308356,Smoothie,1,4,UNKNOWN,Digital Wallet,,2023-11-21
TXN_7933500,Tea,3,1.5,4.5,,In-store,2023-09-21
TXN_1602123,Coffee,,2,2,Cash,,2023-04-11
TXN_3321395,Tea,,1.5,1.5,Digital Wallet,Takeaway,2023-07-08
TXN_7563589,Smoothie,5,4,20,Cash,,2023-09-19
TXN_7864482,Sandwich,1,4,4,Credit Card,Takeaway,2023-01-28
TXN_7942343,Cookie,4,1,4,Digital Wallet,,2023-06-15
TXN_1585329,Smoothie,4,4,16,Credit Card,,2023-07-16
TXN_6550460,Sandwich,5,4,ERROR,,,2023-03-15
TXN_3416466,Juice,2,3,6,Digital Wallet,,2023-09-13
TXN_5125759,Coffee,3,2,6,Digital Wallet,Takeaway,2023-06-15
TXN_7321946,Cake,3,3,9,Cash,Takeaway,2023-02-12
TXN_4336291,Salad,5,5,25,Cash,In-store,2023-03-25
TXN_5240229,Salad,1,5,5,ERROR,In-store,2023-06-10
TXN_7854253,Coffee,4,2,8,Cash,,2023-07-26
TXN_1971201,Smoothie,2,4,8,Digital Wallet,,2023-11-07
TXN_2673104,Tea,1,1.5,1.5,,,2023-06-23
TXN_7479695,Smoothie,5,4,20,Credit Card,,2023-12-12
TXN_1084222,Coffee,4,2,8,Digital Wallet,In-store,2023-06-03
TXN_1723062,Salad,1,5,5,ERROR,In-store,2023-09-21
TXN_4987205,Tea,2,1.5,3,,Takeaway,2023-06-24
TXN_8025478,Sandwich,4,4,16,Cash,Takeaway,2023-01-24
TXN_7529735,Coffee,3,2,6,,In-store,2023-08-12
TXN_1598214,Juice,1,ERROR,3,Credit Card,Takeaway,2023-01-07
TXN_7872478,Juice,4,3,12,Credit Card,In-store,2023-04-25
TXN_9464398,Cake,4,3,12,Credit Card,,2023-09-25
TXN_9319656,Tea,5,1.5,7.5,,,2023-12-22
TXN_9212052,Salad,4,5,20,Cash,,2023-10-15
TXN_2913107,UNKNOWN,4,ERROR,8,,In-store,2023-05-20
TXN_2550923,Cake,2,3,6,Cash,Takeaway,2023-08-26
TXN_3352028,ERROR,4,1,4,Credit Card,In-store,2023-08-26
TXN_2682803,Cake,5,3,15,Credit Card,Takeaway,2023-04-09
TXN_1745182,Cookie,2,UNKNOWN,2,Digital Wallet,Takeaway,2023-09-26
TXN_7608637,ERROR,1,5,5,Digital Wallet,,2023-04-08
TXN_6388090,Juice,4,3,12,ERROR,,ERROR
TXN_4335735,Coffee,2,2,4,,,2023-04-07
TXN_9264301,Coffee,1,2,2,UNKNOWN,In-store,2023-10-24
TXN_6547896,Coffee,3,2,ERROR,,,2023-03-02
TXN_2414686,Cake,1,3,3,Cash,,ERROR
TXN_9868114,Smoothie,2,4,8,Credit Card,In-store,2023-11-12
TXN_6127474,Cookie,5,ERROR,5,Cash,In-store,2023-09-17
TXN_5549557,Cake,2,3,6,Cash,In-store,2023-02-27
TXN_4668762,Smoothie,3,4,12,Digital Wallet,,2023-03-10
TXN_1058466,Cookie,3,1,3,Digital Wallet,Takeaway,2023-12-07
TXN_8892230,Coffee,5,2,10,,,2023-03-02
TXN_3332915,Cookie,2,1,2,,Takeaway,2023-01-19
TXN_9596023,Coffee,5,2,10,Digital Wallet,Takeaway,2023-11-30
TXN_6122423,Salad,4,5,UNKNOWN,,In-store,2023-09-28
TXN_8934637,Smoothie,1,4,4,,In-store,2023-01-07
TXN_4846406,Cookie,3,1,3,Cash,In-store,2023-05-22
TXN_8917300,Cookie,1,1,1,Cash,Takeaway,2023-03-04
TXN_7742182,Tea,2,1.5,3,,,2023-11-09
TXN_8131533,Cake,1,3,3,Cash,In-store,2023-07-18
TXN_1836754,Tea,1,1.5,1.5,Credit Card,In-store,2023-09-10
TXN_2531878,Salad,3,5,15,,,2023-01-06
TXN_8126586,Sandwich,5,4,20,,In-store,2023-11-19
TXN_4522292,Cookie,1,1,1,Digital Wallet,In-store,2023-07-12
TXN_2896162,Cookie,2,1,2,Credit Card,In-store,
TXN_4209377,Salad,2,5,10,,,2023-02-07
TXN_9097321,Juice,2,3,6,Credit Card,,2023-10-02
TXN_8258400,ERROR,5,5,25,UNKNOWN,,2023-10-09
TXN_3267393,Sandwich,2,4,8,,In-store,2023-02-24
TXN_2389110,Sandwich,2,4,8,Cash,In-store,2023-05-30
TXN_2704452,Salad,2,5,10,Credit Card,Takeaway,2023-09-05
TXN_4892165,Juice,3,3,9,Cash,In-store,2023-07-27
TXN_6588156,Cake,4,3,12,,In-store,2023-04-14
TXN_4721830,Sandwich,3,4,12,UNKNOWN,,2023-11-15
TXN_6941542,Sandwich,3,4,12,,In-store,2023-09-27
TXN_5214986,Cookie,5,,5,Credit Card,In-store,2023-09-21
TXN_3635874,Sandwich,2,4,8,Cash,UNKNOWN,2023-03-16
TXN_1721910,Juice,4,3,12,Digital Wallet,,2023-03-21
TXN_9615339,Sandwich,1,4,4,,In-store,
TXN_1120969,Coffee,2,2,4,Credit Card,,2023-04-15
TXN_4246000,Cookie,2,1,2,Credit Card,Takeaway,2023-07-09
TXN_9253541,UNKNOWN,1,1.5,1.5,Digital Wallet,ERROR,2023-06-04
TXN_9699174,Smoothie,3,4,UNKNOWN,,,2023-01-03
TXN_6036409,Tea,5,1.5,7.5,Cash,Takeaway,2023-02-16
TXN_5927258,Tea,5,1.5,7.5,,In-store,2023-10-18
TXN_6027031,Juice,5,3,15,Credit Card,In-store,2023-11-15
TXN_4449992,,3,1,3,Digital Wallet,UNKNOWN,2023-01-09
TXN_3018211,Salad,4,5,20,,,ERROR
TXN_1900906,Coffee,5,2,ERROR,Cash,,2023-01-31
TXN_7171590,Coffee,3,2,6,Credit Card,In-store,2023-04-24
TXN_5746203,Tea,5,1.5,7.5,Cash,,2023-07-08
TXN_1696300,Cookie,1,1,1,Digital Wallet,In-store,2023-05-28
TXN_1255476,Smoothie,1,4,4,,,2023-08-28
TXN_9403115,Tea,1,1.5,1.5,,UNKNOWN,2023-04-17
TXN_4476539,Salad,2,5,10,Cash,,2023-04-19
TXN_5263133,Juice,2,3,6,,Takeaway,2023-05-22
TXN_8473362,Juice,3,3,9,Digital Wallet,,2023-11-22
TXN_8402606,Cookie,3,1,3,,Takeaway,2023-05-09
TXN_6857799,Cookie,4,1,4,Cash,ERROR,2023-01-08
TXN_9362993,Coffee,3,2,6,Cash,In-store,2023-10-22
TXN_7458568,Smoothie,5,4,20,Digital Wallet,,2023-05-09
TXN_7474617,Salad,3,5,15,Credit Card,Takeaway,ERROR
TXN_1959082,Juice,5,3,15,Credit Card,,2023-06-08
TXN_9630958,Smoothie,5,ERROR,20,Digital Wallet,In-store,2023-12-26
TXN_4290475,Smoothie,1,4,4,,Takeaway,2023-04-20
TXN_4561296,Salad,5,5,25,Cash,In-store,2023-11-22
TXN_6422545,Juice,2,3,6,Credit Card,Takeaway,2023-11-03
TXN_6012728,Cake,4,3,12,Credit Card,In-store,2023-05-09
TXN_8886678,Tea,5,1.5,7.5,Cash,,2023-03-27
TXN_5424622,Tea,4,1.5,6,,In-store,2023-07-12
TXN_1204426,Sandwich,,4,12,Credit Card,,2023-01-16
TXN_1885495,Coffee,4,2,8,Cash,,2023-03-04
TXN_3646359,Salad,2,5,10,Credit Card,,2023-07-23
TXN_3284157,Tea,4,ERROR,6,Digital Wallet,,2023-05-17
TXN_4533186,Tea,3,1.5,4.5,,Takeaway,2023-04-19
TXN_3046567,Salad,2,5,10,Credit Card,In-store,2023-01-07
TXN_3594827,Juice,5,3,15,Digital Wallet,In-store,2023-03-09
TXN_2883054,Cake,4,3,12,Cash,In-store,2023-11-17
TXN_1744319,Smoothie,3,4,12,Cash,,2023-03-24
TXN_6182856,Cake,4,3,12,Credit Card,Takeaway,2023-04-02
TXN_7341998,Cake,3,3,9,Digital Wallet,,2023-02-18
TXN_5438422,Smoothie,3,4,,,In-store,2023-09-25
TXN_7187128,Tea,5,1.5,7.5,,Takeaway,2023-08-24
TXN_6499084,Cake,4,,12,Credit Card,Takeaway,2023-03-15
TXN_5738243,Salad,5,ERROR,25,Credit Card,Takeaway,2023-08-30
TXN_8946752,Tea,4,1.5,6,Cash,,2023-06-08
TXN_5453217,Coffee,1,2,2,Credit Card,In-store,2023-07-11
TXN_9340973,Cookie,4,1,4,Cash,,2023-03-07
TXN_8562684,Tea,5,1.5,7.5,,Takeaway,2023-06-25
TXN_2477021,Cookie,4,,4,Credit Card,In-store,UNKNOWN
TXN_2030078,Smoothie,1,4,4,Digital Wallet,Takeaway,2023-04-10
TXN_9490465,,3,4,12,UNKNOWN,ERROR,2023-05-06
TXN_6603668,Coffee,4,ERROR,8,Credit Card,Takeaway,2023-03-07
TXN_7077961,Tea,4,1.5,6,Digital Wallet,Takeaway,2023-09-19
TXN_3343585,Cake,1,3,3,Cash,In-store,2023-09-17
TXN_7896831,Coffee,5,2,10,Cash,Takeaway,2023-04-01
TXN_2510233,ERROR,2,4,8,Credit Card,In-store,2023-11-04
TXN_3541337,Cookie,4,1,4,Digital Wallet,Takeaway,2023-09-01
TXN_2140056,Cookie,1,1,1,Digital Wallet,Takeaway,2023-12-07
TXN_9629256,Cake,4,3,12,Digital Wallet,In-store,2023-11-07
TXN_8419985,Cake,3,3,9,,ERROR,2023-08-26
TXN_6349916,Salad,1,5,5,Cash,,2023-07-09
TXN_6568254,Salad,2,5,10,Credit Card,In-store,2023-02-09
TXN_1730385,Cake,2,3,6,Credit Card,,2023-03-01
TXN_7800576,Sandwich,ERROR,4,16,ERROR,,2023-07-13
TXN_6935600,Coffee,3,2,6,UNKNOWN,,2023-01-02
TXN_1851725,Cake,5,3,15,Cash,Takeaway,2023-02-19
TXN_5691112,Juice,5,3,15,UNKNOWN,ERROR,2023-03-24
TXN_9514836,Coffee,3,2,6,,In-store,2023-03-29
TXN_4172649,Salad,4,5,20,Digital Wallet,,2023-05-19
TXN_6504096,Salad,5,5,25,Cash,,2023-09-10
TXN_9921708,Cake,1,3,3,Cash,Takeaway,2023-07-20
TXN_6361661,Smoothie,2,4,8,Cash,,2023-11-05
TXN_4329116,Cake,3,3,9,Credit Card,In-store,2023-09-29
TXN_4142781,Sandwich,5,4,20,Digital Wallet,Takeaway,2023-01-30
TXN_6055428,Salad,5,5,ERROR,Cash,Takeaway,2023-02-25
TXN_4359885,Cookie,2,1,2,Credit Card,In-store,2023-01-16
TXN_4255116,Juice,4,3,12,Credit Card,In-store,2023-12-24
TXN_6511482,Tea,3,1.5,4.5,Credit Card,ERROR,2023-03-17
TXN_9672367,Cookie,2,1,2,,In-store,2023-12-21
TXN_1514364,Coffee,5,2,10,Digital Wallet,In-store,2023-01-21
TXN_1643122,Juice,3,3,9,,In-store,2023-05-15
TXN_2252586,Tea,3,1.5,4.5,Cash,Takeaway,2023-09-08
TXN_8853027,Smoothie,5,4,20,Credit Card,In-store,2023-06-21
TXN_1489200,ERROR,1,3,3,UNKNOWN,ERROR,2023-03-27
TXN_2351890,Tea,4,1.5,6,,In-store,2023-02-27
TXN_1026050,Cake,1,3,3,ERROR,,2023-04-23
TXN_3882139,Smoothie,4,4,16,,UNKNOWN,2023-12-28
TXN_6296806,Sandwich,2,4,8,,Takeaway,UNKNOWN
TXN_6149247,Sandwich,3,4,12,,Takeaway,2023-09-21
TXN_3371429,Salad,2,5,10,Credit Card,,2023-11-01
TXN_5136479,Sandwich,1,,4,,In-store,2023-01-04
TXN_5722175,Tea,2,1.5,3,Digital Wallet,Takeaway,2023-03-01
TXN_4075198,Salad,5,5,25,Cash,,2023-08-27
TXN_3865627,Coffee,4,2,8,,In-store,2023-02-16
TXN_2136226,Juice,2,ERROR,6,Digital Wallet,In-store,2023-12-12
TXN_2920551,Sandwich,4,4,16,Credit Card,Takeaway,2023-11-27
TXN_9206923,Sandwich,1,4,4,,,2023-11-16
TXN_6335909,Salad,4,5,20,,In-store,2023-06-21
TXN_8107970,Coffee,2,2,4,Credit Card,Takeaway,2023-06-03
TXN_3435561,,2,3,6,UNKNOWN,Takeaway,
TXN_8079747,UNKNOWN,2,5,10,Digital Wallet,,2023-03-18
TXN_2135358,Cake,5,3,15,Credit Card,,2023-05-28
TXN_1313701,Cookie,2,1,2,,,2023-10-03
TXN_4035669,Juice,3,3,9,Cash,ERROR,2023-04-21
TXN_5900899,,4,1,4,,Takeaway,UNKNOWN
TXN_4037502,Coffee,2,,4,Cash,Takeaway,2023-08-10
TXN_6879752,Tea,1,1.5,1.5,Digital Wallet,In-store,2023-10-07
TXN_8708666,Cake,4,ERROR,12,,Takeaway,2023-01-10
TXN_5535579,Coffee,5,2,10,Cash,In-store,2023-12-21
TXN_2449402,Smoothie,5,4,20,Cash,,2023-01-29
TXN_6097759,Smoothie,4,4,16,Cash,In-store,2023-06-18
TXN_9579740,Cake,3,3,9,Digital Wallet,,2023-03-05
TXN_3026936,Cake,5,3,15,,,2023-05-19
TXN_2532519,Cake,2,3,6,Digital Wallet,,2023-04-10
TXN_9959765,Juice,4,3,12,Cash,,2023-02-19
TXN_9514996,Sandwich,2,4,8,Credit Card,Takeaway,2023-07-25
TXN_6757560,Cake,4,3,12,Cash,,2023-08-12
TXN_2222893,Coffee,4,2,8,,Takeaway,2023-12-20
TXN_4346607,Salad,2,5,10,Digital Wallet,,2023-03-17
TXN_2586830,Juice,1,3,3,UNKNOWN,In-store,2023-02-12
TXN_2706461,Salad,3,5,15,Credit Card,ERROR,2023-12-13
TXN_1829391,Juice,4,3,12,Credit Card,,2023-10-06
TXN_5022805,Sandwich,1,4,4,Credit Card,Takeaway,2023-12-17
TXN_6815801,Cookie,1,1,1,Digital Wallet,Takeaway,2023-03-15
TXN_2541441,Cake,1,3,3,Cash,Takeaway,2023-09-21
TXN_5189465,Cookie,4,1,4,,Takeaway,2023-10-04
TXN_1217810,Cookie,1,1,1,Digital Wallet,,2023-07-06
TXN_4894647,Salad,2,5,10,Cash,Takeaway,2023-12-26
TXN_7622855,Sandwich,2,4,8,Credit Card,,2023-07-10
TXN_3215610,UNKNOWN,2,3,6,Digital Wallet,Takeaway,2023-06-14
TXN_9931637,Cake,2,3,6,Cash,Takeaway,2023-09-17
TXN_6625294,Sandwich,2,4,8,Digital Wallet,,2023-03-05
TXN_4577368,Cake,4,3,12,Cash,,2023-05-29
TXN_4158904,Juice,2,3,6,Digital Wallet,In-store,2023-01-31
TXN_3444569,UNKNOWN,1,4,ERROR,Credit Card,Takeaway,2023-10-07
TXN_1208926,Cookie,4,1,4,Credit Card,In-store,2023-12-07
TXN_8090361,Coffee,1,2,2,,,2023-03-12
TXN_8363628,Salad,1,5,ERROR,Digital Wallet,,2023-04-07
TXN_4761088,Cake,4,3,12,Digital Wallet,,2023-08-27
TXN_2672126,UNKNOWN,3,1,3,Cash,,2023-07-07
TXN_3232279,UNKNOWN,4,ERROR,16,UNKNOWN,Takeaway,2023-05-30
TXN_8526941,Sandwich,5,UNKNOWN,20,,Takeaway,2023-03-16
TXN_2453194,Cake,4,3,12,Digital Wallet,ERROR,2023-11-18
TXN_9970195,Coffee,2,2,4,,UNKNOWN,2023-11-10
TXN_4458848,Cookie,2,1,2,,In-store,2023-10-30
TXN_1606273,Coffee,1,2,2,Digital Wallet,Takeaway,2023-11-02
TXN_8053946,Tea,1,1.5,1.5,,Takeaway,2023-09-18
TXN_7963189,Cookie,4,1,4,Digital Wallet,Takeaway,2023-03-24
TXN_9151273,Tea,2,1.5,3,Cash,,2023-04-09
TXN_4702345,Salad,4,5,20,Digital Wallet,,2023-01-08
TXN_7972349,Cake,,3,12,,In-store,2023-04-19
TXN_4832452,Tea,5,1.5,ERROR,Cash,,2023-02-05
TXN_9314690,Salad,2,5,10,Credit Card,UNKNOWN,2023-12-11
TXN_3852141,Cake,5,3,15,Credit Card,In-store,2023-08-04
TXN_4723529,Sandwich,2,4,8,ERROR,ERROR,2023-03-25
TXN_9537106,UNKNOWN,,4,12,,,2023-10-11
TXN_6039321,Salad,2,5,10,Credit Card,,2023-02-15
TXN_5797307,Tea,5,1.5,7.5,,In-store,2023-03-16
TXN_4832566,Sandwich,4,4,16,Digital Wallet,In-store,ERROR
TXN_2262398,Tea,1,1.5,,Credit Card,Takeaway,2023-09-12
TXN_9813095,Juice,2,3,,Cash,,2023-06-12
TXN_8627869,Juice,1,3,3,,,2023-10-31
TXN_1123346,Tea,3,1.5,4.5,,,2023-07-31
TXN_6729852,Cookie,4,1,4,UNKNOWN,,2023-06-29
TXN_9300618,Tea,3,1.5,4.5,Credit Card,,2023-03-06
TXN_7832527,Cake,3,3,9,Cash,In-store,2023-01-26
TXN_4703100,Sandwich,1,4,4,,,2023-01-26
TXN_1650385,Sandwich,1,4,4,ERROR,,2023-07-24
TXN_3632068,UNKNOWN,2,3,6,Cash,,2023-08-29
TXN_2132434,Salad,4,5,20,Digital Wallet,In-store,2023-06-03
TXN_3847176,Sandwich,3,4,12,,Takeaway,2023-05-07
TXN_9691955,Juice,3,3,9,Credit Card,In-store,2023-11-03
TXN_4985415,Tea,4,1.5,6,Digital Wallet,,2023-08-01
TXN_1172121,Coffee,5,2,10,Cash,Takeaway,2023-08-26
TXN_2521185,Smoothie,2,4,8,Cash,Takeaway,2023-03-20
TXN_6233021,Juice,5,3,15,Digital Wallet,Takeaway,2023-12-22
TXN_7498795,Cookie,2,1,2,Cash,Takeaway,2023-03-11
TXN_6730130,Tea,2,1.5,3,,,2023-10-16
TXN_8810855,Sandwich,4,4,16,,UNKNOWN,2023-04-30
TXN_1599516,Juice,3,3,9,Cash,In-store,2023-05-11
TXN_6888839,Tea,3,1.5,,Digital Wallet,Takeaway,2023-11-19
TXN_5970304,,4,5,20,Credit Card,,2023-07-14
TXN_4559065,Juice,1,3,3,Cash,In-store,2023-05-03
TXN_7637325,Cookie,4,1,4,,,2023-05-03
TXN_9685491,Coffee,4,2,8,Cash,,2023-09-20
TXN_1767321,Sandwich,1,4,4,,In-store,2023-03-24
TXN_9046415,Smoothie,2,4,8,,UNKNOWN,2023-06-06
TXN_3785168,,3,3,9,,Takeaway,2023-05-01
TXN_6859249,Cookie,UNKNOWN,,2,,UNKNOWN,
TXN_2696377,Juice,4,3,12,Digital Wallet,In-store,2023-04-11
TXN_7754382,Sandwich,4,4,16,Credit Card,ERROR,2023-06-28
TXN_4602865,Cookie,5,1,5,Digital Wallet,Takeaway,2023-09-27
TXN_5966765,Cake,5,3,15,Credit Card,Takeaway,2023-11-09
TXN_4328228,Sandwich,5,4,20,UNKNOWN,,2023-01-08
TXN_2462604,Tea,5,1.5,7.5,Credit Card,,2023-07-13
TXN_2897354,Juice,4,3,12,,In-store,2023-06-22
TXN_5280256,ERROR,5,1,5,,In-store,2023-07-12
TXN_3283631,Sandwich,2,4,8,Credit Card,In-store,2023-03-15
TXN_8929329,Juice,4,3,12,,,2023-10-29
TXN_1328953,Smoothie,3,4,12,,,2023-12-28
TXN_4852852,Smoothie,2,4,8,UNKNOWN,,2023-10-06
TXN_4977954,Juice,4,3,12,Cash,,
TXN_3344089,Sandwich,4,4,16,Cash,In-store,2023-08-10
TXN_2909634,Smoothie,1,UNKNOWN,4,,Takeaway,2023-10-02
TXN_7551280,Cookie,4,1,4,Credit Card,Takeaway,2023-04-14
TXN_5390533,Smoothie,3,4,12,,In-store,2023-11-18
TXN_8487216,Tea,1,1.5,1.5,Cash,,2023-07-01
TXN_3863163,Cookie,3,1,3,Digital Wallet,Takeaway,2023-10-12
TXN_4260865,Smoothie,4,4,16,,,2023-02-25
TXN_7922471,Cake,3,3,9,Cash,,2023-04-18
TXN_3701660,Sandwich,1,4,4,Digital Wallet,,
TXN_3653560,Coffee,4,2,8,Digital Wallet,Takeaway,2023-07-01
TXN_4075817,Cookie,2,1,2,Cash,,2023-03-18
TXN_3715065,Salad,3,5,15,Credit Card,ERROR,2023-03-17
TXN_9549208,Coffee,1,2,2,Digital Wallet,In-store,2023-10-30
TXN_2919952,Juice,,3,15,Digital Wallet,In-store,2023-02-17
TXN_2670824,Juice,2,3,6,Digital Wallet,Takeaway,2023-03-03
TXN_7455953,Coffee,2,2,4,,ERROR,2023-05-01
TXN_5926432,Smoothie,4,4,16,Cash,In-store,2023-06-29
TXN_8235381,Cookie,3,1,3,Digital Wallet,In-store,2023-03-01
TXN_6206679,Tea,1,1.5,1.5,,In-store,2023-05-01
TXN_2954630,Salad,2,5,10,Credit Card,,2023-09-30
TXN_1402641,Tea,3,1.5,ERROR,Credit Card,Takeaway,2023-09-12
TXN_6405489,Sandwich,3,4,12,Credit Card,Takeaway,2023-05-04
TXN_3003311,Cake,5,3,15,Digital Wallet,In-store,2023-08-01
TXN_3273540,UNKNOWN,1,3,3,Credit Card,,2023-08-21
TXN_4570881,,1,2,2,,,2023-09-14
TXN_3421404,UNKNOWN,4,4,16,Credit Card,,2023-05-05
TXN_8468509,ERROR,,4,12,Credit Card,ERROR,2023-06-13
TXN_9436342,Juice,4,3,12,Digital Wallet,In-store,2023-11-26
TXN_3110245,Cake,5,ERROR,15,Cash,Takeaway,2023-04-21
TXN_1999100,Smoothie,3,4,12,Digital Wallet,,2023-11-08
TXN_3654203,Coffee,1,,2,UNKNOWN,,2023-04-21
TXN_2406283,Juice,4,3,12,Digital Wallet,In-store,2023-02-24
TXN_8964166,Juice,5,3,15,Cash,,2023-11-10
TXN_1354464,Cake,5,3,15,Digital Wallet,In-store,2023-03-18
TXN_5582443,Salad,3,5,15,Credit Card,In-store,2023-04-13
TXN_6204081,Cake,1,3,3,Digital Wallet,Takeaway,2023-07-12
TXN_4428307,Salad,3,5,15,Cash,In-store,
TXN_8647048,Sandwich,2,4,8,Credit Card,In-store,2023-11-03
TXN_1689024,Coffee,5,2,ERROR,Credit Card,In-store,2023-04-17
TXN_5422928,Tea,4,1.5,6,Digital Wallet,Takeaway,2023-09-20
TXN_9855567,Cookie,3,1,3,Credit Card,,2023-05-25
TXN_3311860,Juice,1,3,3,Digital Wallet,In-store,2023-11-21
TXN_4147675,Tea,2,1.5,3,Credit Card,In-store,2023-01-04
TXN_7560178,Cookie,5,1,5,Digital Wallet,In-store,2023-08-17
TXN_4677478,Cake,4,3,12,,In-store,2023-07-09
TXN_3930990,Tea,4,1.5,6,Digital Wallet,Takeaway,2023-02-27
TXN_8675922,ERROR,4,5,20,ERROR,,2023-03-31
TXN_6621596,Salad,2,5,10,Credit Card,UNKNOWN,2023-09-25
TXN_8076942,Cookie,2,1,2,Cash,Takeaway,2023-04-29
TXN_4367689,Cookie,2,1,2,Cash,,2023-09-30
TXN_2941800,Salad,5,5,25,Cash,,2023-04-25
TXN_7072581,Cookie,2,1,2,Credit Card,,2023-08-12
TXN_7809506,Salad,2,5,10,,Takeaway,2023-06-05
TXN_6884558,,1,3,ERROR,Cash,In-store,2023-08-14
TXN_6864420,Cookie,2,1,2,Credit Card,Takeaway,2023-06-18
TXN_3109057,Tea,4,1.5,6,Cash,,2023-11-26
TXN_2257337,Cookie,4,1,ERROR,Cash,ERROR,2023-07-24
TXN_9417344,Tea,3,1.5,4.5,,Takeaway,2023-11-09
TXN_6503884,Juice,1,3,3,Cash,In-store,2023-05-28
TXN_9868954,Smoothie,4,4,16,Credit Card,,
TXN_2206639,Coffee,4,2,8,Cash,Takeaway,2023-06-29
TXN_9337894,Tea,2,1.5,3,,,2023-12-30
TXN_7068361,Juice,5,3,15,Credit Card,,2023-12-25
TXN_1405124,,3,4,12,Digital Wallet,Takeaway,2023-08-03
TXN_2395608,Tea,3,UNKNOWN,4.5,Cash,In-store,2023-03-16
TXN_5423024,Smoothie,1,4,4,Digital Wallet,In-store,2023-04-30
TXN_2802630,Cookie,4,1,4,,Takeaway,2023-06-18
TXN_3134595,Juice,3,3,9,Credit Card,Takeaway,2023-02-25
TXN_2251128,Smoothie,3,4,12,Credit Card,In-store,2023-06-07
TXN_4213071,Salad,1,5,5,,Takeaway,2023-04-10
TXN_6220280,Tea,1,1.5,1.5,Credit Card,,2023-02-15
TXN_4832163,Cake,4,3,12,Cash,Takeaway,2023-11-17
TXN_6663451,Cake,1,3,3,Cash,,2023-08-05
TXN_1443928,Cake,4,3,12,Cash,Takeaway,2023-12-03
TXN_1670597,Coffee,2,2,4,Cash,Takeaway,2023-05-21
TXN_3854210,Smoothie,1,4,4,Cash,,2023-12-30
TXN_2165745,Coffee,4,2,8,Credit Card,In-store,2023-01-31
TXN_3082888,Tea,1,1.5,1.5,Cash,In-store,2023-09-20
TXN_2294397,Coffee,5,2,10,Digital Wallet,In-store,2023-02-25
TXN_4160784,Cookie,5,1,5,ERROR,In-store,2023-05-20
TXN_7248594,Coffee,3,2,6,Credit Card,In-store,2023-03-26
TXN_5031020,Coffee,5,2,10,,,2023-11-25
TXN_3059966,Smoothie,1,4,4,Digital Wallet,In-store,2023-12-24
TXN_9287780,Smoothie,2,ERROR,8,Cash,In-store,2023-09-02
TXN_1022220,Juice,3,3,9,,Takeaway,2023-08-03
TXN_7144740,Cake,4,3,12,,,2023-07-24
TXN_7666945,Tea,5,1.5,7.5,,,2023-07-07
TXN_7880000,Salad,3,5,15,Credit Card,In-store,2023-01-28
TXN_4900574,Juice,3,3,9,,,2023-05-06
TXN_7838576,Coffee,3,2,6,,In-store,2023-11-11
TXN_1419188,Cake,5,3,15,Credit Card,,2023-11-26
TXN_1767201,ERROR,5,5,25,Credit Card,UNKNOWN,2023-07-12
TXN_2964794,Cake,2,3,6,,Takeaway,2023-03-09
TXN_3936162,Cookie,1,1,1,ERROR,,2023-02-26
TXN_4432082,Juice,5,3,15,,,2023-04-20
TXN_9496791,Salad,4,5,20,Credit Card,In-store,2023-07-19
TXN_4194115,Tea,5,1.5,7.5,,,2023-08-17
TXN_7741707,Salad,3,5,15,ERROR,Takeaway,2023-05-09
TXN_8854471,Cake,5,3,15,Credit Card,,
TXN_4216055,Cookie,5,1,5,Digital Wallet,,2023-12-27
TXN_2320493,Smoothie,1,4,4,Digital Wallet,In-store,2023-03-22
TXN_4835929,Coffee,2,2,4,,In-store,2023-10-03
TXN_6755791,Coffee,2,2,4,Cash,,2023-04-01
TXN_9861432,Cookie,2,1,2,,Takeaway,2023-12-09
TXN_8271278,Tea,1,1.5,1.5,,,2023-07-01
TXN_2005032,Cookie,2,1,2,Digital Wallet,,2023-11-30
TXN_4208919,,3,UNKNOWN,12,,Takeaway,2023-05-30
TXN_9699083,Smoothie,1,UNKNOWN,4,Cash,In-store,2023-02-12
TXN_5714767,Salad,4,5,20,Digital Wallet,Takeaway,2023-03-02
TXN_5844851,Smoothie,5,4,20,,,2023-02-15
TXN_7243779,,1,1,1,,In-store,ERROR
